58,53
50,28
96,24
84,5
49,44
92,86
88,32
45,87
91,46
94,10
60,44
83,33
73,54
39,47
23,30
97,30
64,21
2,1
7,87
43,73
72,52
52,64
80,21
62,74
84,98
19,66
62,54
30,76
22,96
96,57
38,10
98,53
39,96
94,54
39,28
36,15
51,64
12,89
77,94
94,34
85,59
99,58
22,67
65,52
23,92
96,44
45,59
71,87
22,37
21,96
55,3
66,77
47,47
49,71
13,72
44,77
71,75
97,76
82,61
19,86
63,36
11,19
97,58
21,71
16,65
14,72
56,21
89,54
90,31
31,98
48,49
14,12
54,20
22,92
11,40
55,78
95,7
33,11
18,59
24,28
4,47
18,81
35,96
40,95
23,57
9,56
3,12
25,19
69,57
10,45
52,12
42,92
67,41
10,97
74,39
92,23
83,2
99,11
62,68
28,14
49,13
13,63
82,83
55,79
88,43
24,82
96,73
21,53
77,23
74,61
39,3
96,62
87,91
54,96
39,50
34,7
50,37
5,64
82,99
9,11
41,82
60,4
69,5
17,37
96,32
5,56
19,62
94,34
60,79
92,65
4,51
82,46
52,94
48,14
38,33
86,81
18,87
14,9
97,51
11,64
3,23
36,10
37,39
4,21
58,75
67,25
63,69
81,45
63,66
35,52
93,59
92,90
68,9
59,80
27,34
8,71
16,90
69,19
1,31
81,35
2,6
83,66
53,76
65,21
22,90
83,78
77,7
51,23
6,43
21,44
56,81
44,80
3,20
87,6
69,84
98,84
3,78
20,73
64,23
54,93
40,31
75,47
21,61
95,13
97,57
29,25
41,16
59,27
7,62
32,60
96,5
77,11
27,83
80,9
2,46
33,44
44,41
57,67
78,43
96,91
54,74
92,69
44,27
67,23
70,33
26,25
55,22
76,41
86,31
78,93
27,8
87,50
34,74
43,52
84,84
82,60
90,14
14,17
70,23
46,67
62,23
68,13
93,36
55,83
97,9
91,66
11,97
78,1
24,96
20,13
65,44
31,82
44,31
10,53
57,41
55,7
27,76
2,72
34,80
9,84
34,32
12,67
39,68
66,90
33,58
37,87
97,79
54,77
35,69
55,75
41,49
41,86
5,74
17,44
50,87
91,62
83,18
63,21
51,59
36,31
80,71
15,40
51,37
39,36
88,25
26,56
2,39
46,78
97,64
46,35
56,13
3,12
72,37
11,6
81,63
59,24
67,63
15,79
84,56
72,28
9,17
35,31
92,47
89,87
31,52
28,61
98,44
96,88
83,25
29,70
19,56
35,23
61,31
96,52
31,25
99,53
77,74
51,99
2,66
64,7
17,98
5,30
50,42
84,13
65,77
28,9
37,7
36,75
92,36
80,4
61,91
65,17
22,41
28,33
15,88
42,10
87,56
81,60
57,43
87,99
90,29
60,61
14,14
66,34
3,65
33,22
86,82
56,12
80,33
25,42
47,84
76,71
37,88
31,4
47,70
98,90
51,12
55,48
14,6
37,67
9,96
15,94
84,76
3,9
24,64
87,58
46,60
72,49
50,28
97,60
31,2
12,93
70,87
23,45
84,96
13,29
39,47
33,51
68,24
94,33
73,68
33,79
94,48
13,67
96,49
58,1
88,37
99,32
28,45
38,4
79,94
13,82
54,96
59,21
19,81
4,42
47,80
54,41
51,70
76,42
71,49
36,26
10,33
23,52
19,20
63,99
51,25
90,25
27,78
95,84
49,63
3,39
8,39
36,47
34,18
19,7
77,68
56,84
10,34
8,11
90,93
16,74
16,39
89,80
60,45
37,18
15,90
79,69
96,43
64,33
10,71
1,29
81,75
